,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
12,2023-10-30,18:30,Serie A,Matchweek 10,Mon,Away,W,3.0,0.0,Empoli,1.6,0.3,56.0,7825.0,Berat Djimsiti,3-4-1-2,Luca Massimi,Match Report,,18.0,6.0,33.3,0.5,16.3,1.4,100.0,18.2,82.5,8934.0,0,0,13.0,68.0,3,Atalanta
13,2023-11-04,18:00,Serie A,Matchweek 11,Sat,Home,L,1.0,2.0,Inter,1.0,1.3,54.0,14945.0,Marten de Roon,3-4-1-2,Simone Sozza,Match Report,,14.0,4.0,28.6,0.25,14.4,0.0,75.0,11.1,81.4,8009.0,5,1,13.0,55.0,3,Atalanta
15,2023-11-12,15:00,Serie A,Matchweek 12,Sun,Away,D,1.0,1.0,Udinese,0.7,1.5,65.0,23100.0,Marten de Roon,3-4-1-2,Gianluca Aureliano,Match Report,,8.0,2.0,25.0,0.5,10.8,0.3,75.0,0.0,84.0,8956.0,3,0,13.0,54.0,3,Atalanta
16,2023-11-25,18:00,Serie A,Matchweek 13,Sat,Home,L,1.0,2.0,Napoli,1.0,2.0,44.0,14743.0,Berat Djimsiti,3-4-1-2,Maurizio Mariani,Match Report,,16.0,5.0,31.3,0.2,15.4,0.0,33.3,12.5,77.3,6004.0,2,0,15.0,60.0,3,Atalanta
18,2023-12-04,20:45,Serie A,Matchweek 14,Mon,Away,L,0.0,3.0,Torino,0.5,1.7,46.0,18507.0,Marten de Roon,3-4-3,Marco Piccinini,Match Report,,10.0,4.0,40.0,0.0,25.0,-0.5,60.0,0.0,76.8,5583.0,2,0,14.0,47.0,3,Atalanta
19,2023-12-09,18:00,Serie A,Matchweek 15,Sat,Home,W,3.0,2.0,Milan,3.3,1.5,42.0,14907.0,Marten de Roon,3-4-1-2,Federico La Penna,Match Report,,19.0,7.0,36.8,0.43,12.1,-0.3,33.3,8.3,82.3,7289.0,1,0,11.0,45.0,3,Atalanta
21,2023-12-18,20:45,Serie A,Matchweek 16,Mon,Home,W,4.0,1.0,Salernitana,1.9,1.3,51.0,14264.0,Marten de Roon,3-4-1-2,Ermanno Feliciani,Match Report,,20.0,11.0,55.0,0.36,18.2,2.1,66.7,0.0,79.0,7753.0,1,0,9.0,67.0,3,Atalanta
22,2023-12-23,15:00,Serie A,Matchweek 17,Sat,Away,L,0.0,1.0,Bologna,1.2,0.7,40.0,28082.0,Marten de Roon,3-4-1-2,Antonio Rapuano,Match Report,,12.0,2.0,16.7,0.0,15.5,-1.2,0.0,28.6,77.2,5935.0,4,0,14.0,50.0,3,Atalanta
23,2023-12-30,12:30,Serie A,Matchweek 18,Sat,Home,W,1.0,0.0,Lecce,1.1,1.2,62.0,14864.0,Marten de Roon,3-4-1-2,Gianluca Manganiello,Match Report,,17.0,3.0,17.6,0.33,14.5,-0.1,100.0,7.1,79.3,8517.0,2,0,10.0,56.0,3,Atalanta
25,2024-01-07,20:45,Serie A,Matchweek 19,Sun,Away,D,1.0,1.0,Roma,0.7,2.1,44.0,60022.0,Marten de Roon,3-4-3,Gianluca Aureliano,Match Report,,8.0,2.0,25.0,0.5,12.9,0.3,100.0,0.0,76.4,5677.0,6,0,14.0,52.0,3,Atalanta
27,2024-01-15,20:45,Serie A,Matchweek 20,Mon,Home,W,5.0,0.0,Frosinone,3.7,0.4,48.0,,Marten de Roon,3-4-3,Alessandro Prontera,Match Report,,20.0,8.0,40.0,0.5,15.9,1.3,100.0,0.0,80.4,7301.0,0,0,11.0,69.0,3,Atalanta
0,2023-08-20,20:45,Serie A,Matchweek 1,Sun,Away,L,1.0,2.0,Lecce,1.6,1.4,52.0,29081.0,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,,10.0,4.0,40.0,0.25,18.1,-0.6,71.4,7.7,84.1,6917.0,2,0,16.0,47.0,3,Lazio
1,2023-08-27,20:45,Serie A,Matchweek 2,Sun,Home,L,0.0,1.0,Genoa,1.4,0.6,70.0,40000.0,Ciro Immobile,4-3-3,Livio Marinelli,Match Report,,16.0,2.0,12.5,0.0,19.6,-1.4,66.7,16.7,82.8,11038.0,4,0,9.0,52.0,3,Lazio
2,2023-09-02,20:45,Serie A,Matchweek 3,Sat,Away,W,2.0,1.0,Napoli,0.6,1.3,38.0,42000.0,Ciro Immobile,4-3-3,Andrea Colombo,Match Report,,6.0,2.0,33.3,1.0,13.9,1.4,75.0,0.0,79.9,5208.0,2,0,9.0,50.0,3,Lazio
3,2023-09-16,15:00,Serie A,Matchweek 4,Sat,Away,L,1.0,3.0,Juventus,0.6,2.2,64.0,40652.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,16.0,5.0,31.3,0.2,19.8,0.4,57.1,0.0,88.5,9433.0,1,0,13.0,39.0,3,Lazio
5,2023-09-23,20:45,Serie A,Matchweek 5,Sat,Home,D,1.0,1.0,Monza,1.0,1.2,49.0,36000.0,Ciro Immobile,4-3-3,Rosario Abisso,Match Report,,7.0,0.0,0.0,,23.7,0.0,75.0,0.0,82.9,7778.0,2,0,13.0,48.0,3,Lazio
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,W,2.0,0.0,Torino,0.9,0.3,51.0,35100.0,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,,6.0,3.0,50.0,0.67,14.5,1.1,100.0,12.5,83.9,8405.0,1,0,12.0,48.0,3,Lazio
7,2023-09-30,18:00,Serie A,Matchweek 7,Sat,Away,L,0.0,2.0,Milan,0.5,2.2,49.0,72035.0,Luis Alberto,4-3-3,Davide Massa,Match Report,,13.0,4.0,30.8,0.0,22.7,-0.5,71.4,0.0,83.5,7125.0,2,0,5.0,48.0,3,Lazio
9,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Home,W,3.0,2.0,Atalanta,1.6,1.0,46.0,41000.0,Luis Alberto,4-3-3,Daniele Orsato,Match Report,,12.0,4.0,33.3,0.5,21.8,0.4,50.0,14.3,81.9,6798.0,1,0,7.0,54.0,3,Lazio
10,2023-10-21,20:45,Serie A,Matchweek 9,Sat,Away,W,2.0,0.0,Sassuolo,2.3,0.5,49.0,15597.0,Luis Alberto,4-3-3,Marco Di Bello,Match Report,,18.0,6.0,33.3,0.33,15.2,-0.3,100.0,0.0,83.7,7680.0,5,0,10.0,47.0,3,Lazio
12,2023-10-30,20:45,Serie A,Matchweek 10,Mon,Home,W,1.0,0.0,Fiorentina,1.9,0.4,48.0,35000.0,Luis Alberto,4-3-3,Matteo Marcenaro,Match Report,,10.0,3.0,30.0,0.0,16.4,-0.9,100.0,11.1,80.7,6963.0,3,0,12.0,53.0,3,Lazio
13,2023-11-03,20:45,Serie A,Matchweek 11,Fri,Away,L,0.0,1.0,Bologna,0.5,0.6,50.0,24178.0,Luis Alberto,4-3-3,Federico La Penna,Match Report,,11.0,1.0,9.1,0.0,18.6,-0.5,50.0,0.0,86.0,7669.0,5,0,8.0,59.0,3,Lazio
15,2023-11-12,18:00,Serie A,Matchweek 12,Sun,Home,D,0.0,0.0,Roma,0.4,0.4,49.0,63000.0,Ciro Immobile,4-3-3,Davide Massa,Match Report,,7.0,2.0,28.6,0.0,22.1,-0.4,100.0,0.0,85.4,7750.0,3,0,12.0,48.0,3,Lazio
16,2023-11-25,15:00,Serie A,Matchweek 13,Sat,Away,L,1.0,2.0,Salernitana,2.0,1.7,62.0,16700.0,Ciro Immobile,4-3-3,Alessandro Prontera,Match Report,,12.0,1.0,8.3,0.0,20.3,-1.0,66.7,0.0,82.8,7806.0,3,0,12.0,36.0,3,Lazio
18,2023-12-02,18:00,Serie A,Matchweek 14,Sat,Home,W,1.0,0.0,Cagliari,2.0,0.6,60.0,37000.0,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,,10.0,5.0,50.0,0.2,15.2,-1.0,100.0,0.0,85.5,9619.0,0,0,11.0,51.0,3,Lazio
20,2023-12-09,15:00,Serie A,Matchweek 15,Sat,Away,D,1.0,1.0,Hellas Verona,1.0,1.0,71.0,28311.0,Ciro Immobile,4-3-3,Giovanni Ayroldi,Match Report,,14.0,5.0,35.7,0.2,17.1,0.0,0.0,27.3,82.0,9760.0,4,0,11.0,56.0,3,Lazio
22,2023-12-17,20:45,Serie A,Matchweek 16,Sun,Home,L,0.0,2.0,Inter,1.5,1.6,48.0,59000.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,13.0,4.0,30.8,0.0,14.8,-1.5,50.0,0.0,82.8,7639.0,1,1,13.0,48.0,3,Lazio
23,2023-12-22,18:30,Serie A,Matchweek 17,Fri,Away,W,2.0,0.0,Empoli,2.3,0.8,46.0,8800.0,Ciro Immobile,4-3-3,Matteo Marchetti,Match Report,,14.0,7.0,50.0,0.29,14.6,-0.3,100.0,12.5,74.8,5422.0,2,0,17.0,49.0,3,Lazio
24,2023-12-29,20:45,Serie A,Matchweek 18,Fri,Home,W,3.0,1.0,Frosinone,1.5,1.1,54.0,40000.0,Adam Marušić,4-3-3,Ermanno Feliciani,Match Report,,13.0,5.0,38.5,0.6,14.5,1.5,100.0,0.0,79.9,7203.0,3,0,18.0,56.0,3,Lazio
25,2024-01-07,15:00,Serie A,Matchweek 19,Sun,Away,W,2.0,1.0,Udinese,0.5,0.7,53.0,23033.0,Adam Marušić,4-3-3,Juan Sacchi,Match Report,,7.0,2.0,28.6,1.0,18.7,1.5,50.0,11.1,78.8,6739.0,3,0,22.0,38.0,3,Lazio
27,2024-01-14,12:30,Serie A,Matchweek 20,Sun,Home,W,1.0,0.0,Lecce,0.9,1.1,52.0,,Luis Alberto,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,8.0,2.0,25.0,0.5,16.9,0.1,100.0,8.3,82.0,7399.0,4,0,14.0,63.0,3,Lazio
1,2023-08-21,20:45,Serie A,Matchweek 1,Mon,Home,L,0,2,Milan,1.0,0.9,53.0,30203.0,Nicolás Domínguez,4-1-3-2,Luca Pairetto,Match Report,,17.0,5.0,29.4,0.0,17.1,-1.0,60.0,11.1,86.7,8855.0,2,0,10.0,60.0,3,Bologna
2,2023-08-27,18:30,Serie A,Matchweek 2,Sun,Away,D,1,1,Juventus,0.5,0.8,42.0,36107.0,Riccardo Orsolini,4-2-3-1,Marco Di Bello,Match Report,,10.0,4.0,40.0,0.25,21.7,0.5,66.7,0.0,79.8,5750.0,1,0,13.0,45.0,3,Bologna
3,2023-09-02,18:30,Serie A,Matchweek 3,Sat,Home,W,2,1,Cagliari,2.3,0.5,71.0,22818.0,Stefan Posch,4-2-3-1,Daniele Orsato,Match Report,,15.0,7.0,46.7,0.29,17.3,-0.3,0.0,7.1,87.8,10950.0,1,0,9.0,48.0,3,Bologna
4,2023-09-18,20:45,Serie A,Matchweek 4,Mon,Away,D,0,0,Hellas Verona,0.6,0.4,60.0,18863.0,Lorenzo De Silvestri,4-2-3-1,Federico La Penna,Match Report,,11.0,4.0,36.4,0.0,20.9,-0.6,100.0,0.0,86.5,8884.0,2,0,10.0,52.0,3,Bologna
5,2023-09-24,18:00,Serie A,Matchweek 5,Sun,Home,D,0,0,Napoli,0.2,2.1,49.0,26621.0,Michel Aebischer,4-2-3-1,Giovanni Ayroldi,Match Report,,4.0,2.0,50.0,0.0,15.4,-0.2,100.0,0.0,86.5,7212.0,4,0,16.0,37.0,3,Bologna
6,2023-09-28,18:30,Serie A,Matchweek 6,Thu,Away,D,0,0,Monza,0.7,0.7,53.0,8930.0,Lorenzo De Silvestri,4-2-3-1,Ivan Pezzuto,Match Report,,8.0,5.0,62.5,0.0,17.2,-0.7,100.0,5.6,84.3,7942.0,3,1,15.0,46.0,3,Bologna
7,2023-10-01,12:30,Serie A,Matchweek 7,Sun,Home,W,3,0,Empoli,2.4,0.9,58.0,23689.0,Lewis Ferguson,4-2-3-1,Fabio Maresca,Match Report,,21.0,9.0,42.9,0.33,17.3,0.6,100.0,0.0,84.6,7420.0,2,0,11.0,56.0,3,Bologna
8,2023-10-07,15:00,Serie A,Matchweek 8,Sat,Away,D,2,2,Inter,1.3,0.7,37.0,74072.0,Lorenzo De Silvestri,4-2-3-1,Marco Guida,Match Report,,7.0,2.0,28.6,0.5,19.9,0.7,60.0,4.2,76.2,5294.0,3,0,9.0,44.0,3,Bologna
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Home,W,2,1,Frosinone,1.5,1.5,55.0,26729.0,Lorenzo De Silvestri,4-2-3-1,Daniele Doveri,Match Report,,12.0,6.0,50.0,0.33,15.7,0.5,100.0,0.0,81.6,7008.0,2,0,10.0,47.0,3,Bologna
10,2023-10-28,15:00,Serie A,Matchweek 10,Sat,Away,D,1,1,Sassuolo,1.0,0.9,59.0,16931.0,Lorenzo De Silvestri,4-2-3-1,Antonio Giua,Match Report,,9.0,4.0,44.4,0.25,20.9,0.0,80.0,5.9,86.4,8773.0,3,0,10.0,52.0,3,Bologna
12,2023-11-03,20:45,Serie A,Matchweek 11,Fri,Home,W,1,0,Lazio,0.6,0.5,50.0,24178.0,Michel Aebischer,4-2-3-1,Federico La Penna,Match Report,,6.0,2.0,33.3,0.5,16.7,0.4,100.0,6.3,84.3,8178.0,2,0,12.0,50.0,3,Bologna
13,2023-11-12,15:00,Serie A,Matchweek 12,Sun,Away,L,1,2,Fiorentina,1.8,1.4,61.0,29750.0,Michel Aebischer,4-2-3-1,Fabio Maresca,Match Report,,10.0,3.0,30.0,0.0,16.4,-0.8,75.0,0.0,80.6,7208.0,2,0,16.0,54.0,3,Bologna
14,2023-11-27,20:45,Serie A,Matchweek 13,Mon,Home,W,2,0,Torino,1.5,0.4,48.0,20705.0,Michel Aebischer,4-2-3-1,Andrea Colombo,Match Report,,13.0,2.0,15.4,1.0,17.5,0.5,100.0,0.0,75.3,5115.0,3,0,16.0,48.0,3,Bologna
15,2023-12-03,12:30,Serie A,Matchweek 14,Sun,Away,D,1,1,Lecce,1.2,1.5,57.0,24326.0,Michel Aebischer,4-3-3,Daniele Doveri,Match Report,,11.0,4.0,36.4,0.25,16.5,-0.2,100.0,0.0,84.3,7661.0,2,0,18.0,59.0,3,Bologna
16,2023-12-10,18:00,Serie A,Matchweek 15,Sun,Away,W,2,1,Salernitana,2.1,0.5,65.0,16700.0,Lewis Ferguson,4-2-3-1,Simone Sozza,Match Report,,10.0,5.0,50.0,0.4,18.2,-0.1,50.0,10.0,88.4,9714.0,2,0,15.0,47.0,3,Bologna
17,2023-12-17,18:00,Serie A,Matchweek 16,Sun,Home,W,2,0,Roma,0.5,0.6,55.0,25579.0,Lewis Ferguson,4-2-3-1,Marco Guida,Match Report,,8.0,2.0,25.0,0.5,20.1,0.5,100.0,0.0,86.7,7805.0,4,0,16.0,51.0,3,Bologna
19,2023-12-23,15:00,Serie A,Matchweek 17,Sat,Home,W,1,0,Atalanta,0.7,1.2,60.0,28082.0,Lewis Ferguson,4-2-3-1,Antonio Rapuano,Match Report,,9.0,1.0,11.1,1.0,28.0,0.3,100.0,0.0,81.4,9121.0,2,0,10.0,49.0,3,Bologna
20,2023-12-30,15:00,Serie A,Matchweek 18,Sat,Away,L,0,3,Udinese,0.9,1.1,73.0,24786.0,Lewis Ferguson,4-2-3-1,Daniele Orsato,Match Report,,14.0,5.0,35.7,0.0,17.0,-0.9,57.1,0.0,86.0,8881.0,5,0,14.0,39.0,3,Bologna
21,2024-01-05,20:45,Serie A,Matchweek 19,Fri,Home,D,1,1,Genoa,1.3,0.1,71.0,25095.0,Joshua Zirkzee,4-2-3-1,Andrea Colombo,Match Report,,21.0,8.0,38.1,0.13,17.5,-0.3,0.0,0.0,84.4,10281.0,3,0,8.0,47.0,3,Bologna
23,2024-01-14,15:00,Serie A,Matchweek 20,Sun,Away,L,1,2,Cagliari,0.6,0.7,64.0,,Lewis Ferguson,4-2-3-1,Gianluca Manganiello,Match Report,,11.0,4.0,36.4,0.25,16.4,0.4,0.0,14.3,87.5,9949.0,2,0,8.0,41.0,3,Bologna
0,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Away,W,3.0,1.0,Frosinone,1.5,0.9,52.0,15822.0,Giovanni Di Lorenzo,4-3-3,Matteo Marcenaro,Match Report,,19.0,8.0,42.1,0.38,18.4,1.5,100.0,0.0,86.2,7511.0,3,0,17.0,54.0,3,Napoli
1,2023-08-27,20:45,Serie A,Matchweek 2,Sun,Home,W,2.0,0.0,Sassuolo,3.5,0.2,67.0,46925.0,Giovanni Di Lorenzo,4-3-3,Antonio Giua,Match Report,,23.0,4.0,17.4,0.25,15.5,-1.5,100.0,14.3,88.8,9726.0,0,0,9.0,51.0,3,Napoli
2,2023-09-02,20:45,Serie A,Matchweek 3,Sat,Home,L,1.0,2.0,Lazio,1.3,0.6,62.0,42000.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,22.0,4.0,18.2,0.25,17.7,-0.3,0.0,0.0,84.5,9382.0,0,0,8.0,51.0,3,Napoli
3,2023-09-16,20:45,Serie A,Matchweek 4,Sat,Away,D,2.0,2.0,Genoa,0.9,1.2,66.0,33275.0,Giovanni Di Lorenzo,4-3-3,Michael Fabbri,Match Report,,12.0,4.0,33.3,0.5,16.7,1.1,33.3,0.0,84.9,8504.0,2,0,8.0,52.0,3,Napoli
5,2023-09-24,18:00,Serie A,Matchweek 5,Sun,Away,D,0.0,0.0,Bologna,2.1,0.2,51.0,26621.0,Giovanni Di Lorenzo,4-3-3,Giovanni Ayroldi,Match Report,,11.0,4.0,36.4,0.0,18.0,-2.1,100.0,0.0,84.0,7298.0,5,0,12.0,44.0,3,Napoli
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,W,4.0,1.0,Udinese,3.3,0.7,66.0,45305.0,Giovanni Di Lorenzo,4-3-3,Gianluca Manganiello,Match Report,,22.0,9.0,40.9,0.33,17.5,0.7,66.7,0.0,88.0,8931.0,1,0,11.0,49.0,3,Napoli
7,2023-09-30,15:00,Serie A,Matchweek 7,Sat,Away,W,4.0,0.0,Lecce,2.5,0.5,56.0,27588.0,Giovanni Di Lorenzo,4-3-3,Luca Pairetto,Match Report,,14.0,5.0,35.7,0.6,19.0,1.5,100.0,0.0,82.9,7565.0,2,0,11.0,59.0,3,Napoli
9,2023-10-08,20:45,Serie A,Matchweek 8,Sun,Home,L,1.0,3.0,Fiorentina,1.8,2.1,54.0,45000.0,Giovanni Di Lorenzo,4-3-3,Federico La Penna,Match Report,,15.0,3.0,20.0,0.0,17.1,-0.8,0.0,0.0,85.8,8256.0,2,0,4.0,48.0,3,Napoli
10,2023-10-21,15:00,Serie A,Matchweek 9,Sat,Away,W,3.0,1.0,Hellas Verona,2.3,1.3,60.0,20549.0,Giovanni Di Lorenzo,4-3-3,Rosario Abisso,Match Report,,22.0,10.0,45.5,0.3,17.5,0.7,88.9,0.0,86.0,8422.0,2,0,9.0,43.0,3,Napoli
12,2023-10-29,20:45,Serie A,Matchweek 10,Sun,Home,D,2.0,2.0,Milan,1.7,2.0,48.0,54000.0,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,17.0,4.0,23.5,0.5,18.7,0.3,66.7,0.0,83.4,6844.0,4,1,14.0,47.0,3,Napoli
13,2023-11-04,15:00,Serie A,Matchweek 11,Sat,Away,W,2.0,0.0,Salernitana,1.4,0.3,58.0,16812.0,Giovanni Di Lorenzo,4-3-3,Antonio Rapuano,Match Report,,21.0,8.0,38.1,0.25,18.3,0.6,100.0,0.0,83.1,7307.0,1,0,10.0,62.0,3,Napoli
15,2023-11-12,12:30,Serie A,Matchweek 12,Sun,Home,L,0.0,1.0,Empoli,0.9,0.5,65.0,50500.0,Giovanni Di Lorenzo,4-2-3-1,Alessandro Prontera,Match Report,,18.0,7.0,38.9,0.0,18.2,-0.9,66.7,0.0,83.6,9874.0,1,0,11.0,47.0,3,Napoli
16,2023-11-25,18:00,Serie A,Matchweek 13,Sat,Away,W,2.0,1.0,Atalanta,2.0,1.0,56.0,14743.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,11.0,3.0,27.3,0.67,14.1,0.0,80.0,6.3,80.8,8012.0,2,0,9.0,60.0,3,Napoli
18,2023-12-03,20:45,Serie A,Matchweek 14,Sun,Home,L,0.0,3.0,Inter,0.6,2.7,57.0,55000.0,Giovanni Di Lorenzo,4-3-3,Davide Massa,Match Report,,15.0,4.0,26.7,0.0,17.7,-0.6,25.0,0.0,85.2,9301.0,2,0,2.0,31.0,3,Napoli
19,2023-12-08,20:45,Serie A,Matchweek 15,Fri,Away,L,0.0,1.0,Juventus,1.2,0.9,66.0,41400.0,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,13.0,1.0,7.7,0.0,17.7,-1.2,50.0,0.0,85.0,9284.0,4,0,12.0,54.0,3,Napoli
21,2023-12-16,18:00,Serie A,Matchweek 16,Sat,Home,W,2.0,1.0,Cagliari,1.8,1.1,67.0,45000.0,Giovanni Di Lorenzo,4-3-3,Matteo Marcenaro,Match Report,,21.0,5.0,23.8,0.4,14.2,0.2,66.7,0.0,83.1,8857.0,5,0,9.0,53.0,3,Napoli
23,2023-12-23,20:45,Serie A,Matchweek 17,Sat,Away,L,0.0,2.0,Roma,0.7,1.9,59.0,62141.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,7.0,2.0,28.6,0.0,16.1,-0.7,50.0,8.3,85.3,8347.0,4,2,12.0,31.0,3,Napoli
24,2023-12-29,18:30,Serie A,Matchweek 18,Fri,Home,D,0.0,0.0,Monza,2.0,1.1,58.0,32915.0,Giovanni Di Lorenzo,4-3-3,Marco Di Bello,Match Report,,25.0,9.0,36.0,0.0,16.9,-2.0,,0.0,86.1,8201.0,4,0,10.0,37.0,3,Napoli
25,2024-01-07,15:00,Serie A,Matchweek 19,Sun,Away,L,0.0,3.0,Torino,1.0,2.1,50.0,23960.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,10.0,3.0,30.0,0.0,14.4,-1.0,50.0,0.0,81.5,6153.0,2,1,10.0,33.0,3,Napoli
26,2024-01-13,15:00,Serie A,Matchweek 20,Sat,Home,W,2.0,1.0,Salernitana,2.2,0.1,70.0,,Giovanni Di Lorenzo,4-3-3,Livio Marinelli,Match Report,,18.0,6.0,33.3,0.17,19.4,-0.2,50.0,20.0,87.0,11756.0,3,0,15.0,57.0,3,Napoli
0,2023-08-20,18:30,Serie A,Matchweek 1,Sun,Home,D,2.0,2.0,Salernitana,1.9,0.1,60.0,62050.0,Gianluca Mancini,3-1-4-2,Ermanno Feliciani,Match Report,,13.0,3.0,23.1,0.67,15.3,0.1,0.0,0.0,79.1,7745.0,0,0,12.0,60.0,3,Roma
1,2023-08-26,20:45,Serie A,Matchweek 2,Sat,Away,L,1.0,2.0,Hellas Verona,1.5,0.7,71.0,23147.0,Lorenzo Pellegrini,3-5-2,Daniele Doveri,Match Report,,23.0,7.0,30.4,0.14,17.3,-0.5,33.3,0.0,82.0,7663.0,3,0,12.0,42.0,3,Roma
2,2023-09-01,20:45,Serie A,Matchweek 3,Fri,Home,L,1.0,2.0,Milan,0.7,1.5,44.0,61690.0,Gianluca Mancini,3-5-2,Antonio Rapuano,Match Report,,13.0,2.0,15.4,0.5,21.6,0.3,75.0,0.0,80.7,6699.0,2,0,14.0,43.0,3,Roma
3,2023-09-17,20:45,Serie A,Matchweek 4,Sun,Home,W,7.0,0.0,Empoli,2.4,0.2,53.0,61443.0,Gianluca Mancini,3-5-2,Juan Sacchi,Match Report,,13.0,8.0,61.5,0.63,18.9,3.6,100.0,10.5,88.4,9009.0,2,0,15.0,51.0,3,Roma
5,2023-09-24,20:45,Serie A,Matchweek 5,Sun,Away,D,1.0,1.0,Torino,1.4,0.9,59.0,23299.0,Gianluca Mancini,3-4-3,Marco Guida,Match Report,,11.0,3.0,27.3,0.33,15.8,-0.4,75.0,0.0,80.3,8312.0,2,0,5.0,47.0,3,Roma
6,2023-09-28,20:45,Serie A,Matchweek 6,Thu,Away,L,1.0,4.0,Genoa,1.4,1.1,71.0,32961.0,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,,13.0,3.0,23.1,0.33,19.4,-0.4,0.0,0.0,87.3,10679.0,3,0,12.0,43.0,3,Roma
7,2023-10-01,20:45,Serie A,Matchweek 7,Sun,Home,W,2.0,0.0,Frosinone,0.6,0.9,50.0,62638.0,Lorenzo Pellegrini,3-4-3,Matteo Marchetti,Match Report,,11.0,5.0,45.5,0.4,16.1,1.4,,0.0,78.5,6903.0,1,0,12.0,59.0,3,Roma
9,2023-10-08,18:00,Serie A,Matchweek 8,Sun,Away,W,4.0,1.0,Cagliari,2.6,1.7,43.0,16307.0,Gianluca Mancini,3-5-2,Simone Sozza,Match Report,,11.0,5.0,45.5,0.8,16.4,1.4,100.0,10.3,75.8,5349.0,3,0,13.0,44.0,3,Roma
10,2023-10-22,12:30,Serie A,Matchweek 9,Sun,Home,W,1.0,0.0,Monza,1.7,0.4,52.0,62022.0,Gianluca Mancini,3-5-2,Giovanni Ayroldi,Match Report,,21.0,4.0,19.0,0.25,16.0,-0.7,100.0,0.0,82.8,6902.0,2,0,11.0,48.0,3,Roma
12,2023-10-29,18:00,Serie A,Matchweek 10,Sun,Away,L,0.0,1.0,Inter,0.1,2.2,37.0,75573.0,Gianluca Mancini,3-5-2,Fabio Maresca,Match Report,,3.0,1.0,33.3,0.0,21.4,-0.1,66.7,6.9,77.9,5497.0,4,0,9.0,39.0,3,Roma
13,2023-11-05,18:00,Serie A,Matchweek 11,Sun,Home,W,2.0,1.0,Lecce,2.0,0.8,60.0,64790.0,Gianluca Mancini,3-4-3,Andrea Colombo,Match Report,,14.0,4.0,28.6,0.5,16.8,0.0,75.0,11.1,78.0,7919.0,3,0,18.0,45.0,3,Roma
15,2023-11-12,18:00,Serie A,Matchweek 12,Sun,Away,D,0.0,0.0,Lazio,0.4,0.4,51.0,63000.0,Gianluca Mancini,3-5-1-1,Davide Massa,Match Report,,8.0,1.0,12.5,0.0,16.7,-0.4,100.0,9.1,84.7,8309.0,4,0,13.0,45.0,3,Roma
16,2023-11-26,18:00,Serie A,Matchweek 13,Sun,Home,W,3.0,1.0,Udinese,1.4,0.5,64.0,61015.0,Lorenzo Pellegrini,3-5-2,Luca Massimi,Match Report,,12.0,5.0,41.7,0.6,14.1,1.6,50.0,20.0,85.9,9394.0,1,0,8.0,48.0,3,Roma
18,2023-12-03,18:00,Serie A,Matchweek 14,Sun,Away,W,2.0,1.0,Sassuolo,2.3,0.8,66.0,19113.0,Gianluca Mancini,3-5-2,Matteo Marcenaro,Match Report,,14.0,6.0,42.9,0.17,20.8,-0.3,50.0,0.0,84.8,9641.0,1,0,11.0,46.0,3,Roma
19,2023-12-10,20:45,Serie A,Matchweek 15,Sun,Home,D,1.0,1.0,Fiorentina,0.7,1.5,35.0,60932.0,Lorenzo Pellegrini,3-5-2,Antonio Rapuano,Match Report,,4.0,1.0,25.0,1.0,15.7,0.3,87.5,7.7,74.0,4517.0,5,2,14.0,46.0,3,Roma
21,2023-12-17,18:00,Serie A,Matchweek 16,Sun,Away,L,0.0,2.0,Bologna,0.6,0.5,45.0,25579.0,Lorenzo Pellegrini,3-5-2,Marco Guida,Match Report,,8.0,3.0,37.5,0.0,19.9,-0.6,0.0,0.0,81.4,6482.0,4,0,16.0,37.0,3,Roma
22,2023-12-23,20:45,Serie A,Matchweek 17,Sat,Home,W,2.0,0.0,Napoli,1.9,0.7,41.0,62141.0,Gianluca Mancini,3-5-2,Andrea Colombo,Match Report,,17.0,4.0,23.5,0.5,18.0,0.1,100.0,0.0,77.2,5265.0,7,0,19.0,46.0,3,Roma
